shot,bitstring
1515,111111111111111
1516,000000000000000
1517,000000000000000
1518,111111111111111
1519,000011000000010
1520,000000000000000
1521,000000000000000
1522,000000000000010
1523,010000000000000
1524,111111000000001
1525,000000000000000
1526,000000000000000
1527,000000000000000
1528,000000000000000
1529,000000000000000
1530,111111111111111
1531,000000000000000
1532,000000000000000
1533,111111111111111
1534,111111111111101
1535,111111111111111
1536,000000000000000
1537,111110111111111
1538,000000000000000
1539,000000000000000
1540,000000000001110
1541,111111111111111
1542,111111111111111
1543,010000001000000
1544,111111100010011
1545,000001000000000
1546,000000010000000
1547,000101111111110
1548,111111111111111
1549,111111111111111
1550,111111111111111
1551,000010000000000
1552,111111111111111
1553,111100011000001
1554,000000000000000
1555,000000000000000
1556,111111111111110
1557,111110111111111
1558,111111111111110
1559,000001000000000
1560,111111111111111
1561,001000000000000
1562,111110111111111
1563,111011111111111
1564,000000000000010
1565,111110111111111
1566,111111111000001
1567,000000000000000
1568,111111111011111
1569,111111111111111
1570,000000000000000
1571,111111111111111
1572,111111111111111
1573,000000000001000
1574,111111111111111
1575,111111111111111
1576,000000000000000
1577,111111111111011
1578,001111111100110
1579,111111111011111
1580,000000000000000
1581,000000000000000
1582,000000000000000
1583,000000000000010
1584,000000000000000
1585,000000000000000
1586,111111111111101
1587,110111111111111
1588,111111111111111
1589,111111101111111
1590,111111111111111
1591,011111111111111
1592,000000000000000
1593,111111111101101
1594,000000010000000
1595,001111111111111
1596,111111111111111
1597,111011111111111
1598,111111111111111
1599,000000000000000
1600,111111111111111
1601,000000000000000
1602,000000000000000
1603,101111111111111
1604,000000000001000
1605,000000000010010
1606,000000010000000
1607,000000000000000
1608,111111111101101
1609,000000000000000
1610,111111111111111
1611,000000000000000
1612,000000000000000
1613,000000000000000
1614,000000000000000
1615,111111111111111
1616,000000000000000
1617,000000000000000
1618,111111111111111
1619,111111111111111
1620,000000001000000
1621,111111111111111
1622,000000000000000
1623,000000000000000
1624,000000000000000
1625,000000000000000
1626,111111111111101
1627,000000000000000
1628,000000000000000
1629,111111111111111
1630,111111101111101
1631,000000000000000
1632,111100000000001
1633,000000000000000
1634,111000000000001
1635,000101111011110
1636,111111111111111
1637,000000000000000
1638,111111100000001
1639,111111111111111
1640,111111111111111
1641,110111111111111
1642,000000000000000
1643,000000000000000
1644,001000000010010
1645,111111111111111
1646,000000000000000
1647,000000000000000
1648,000000000000000
1649,000000000000000
1650,000010000000000
1651,000000000101000
1652,101111111111101
1653,000000000000000
1654,000000000000000
1655,000000000000000
1656,000000000000000
1657,000000000000000
1658,000000000000000
1659,111110111011101
1660,111111111111111
1661,111111111111111
1662,000000000000010
